reviewer_id,review_role,review_content,seller_code,seller_name
제듀,구매자,감사합니다. 잘 쓸게요,3468968,고씨가문의영광
cleo486i,구매자,"친절하신 판매자님, 좋은 제품 빠르게 배송해 주셔서 감사해요. 또 구매하러 올게요^^",3469245,프리마켓b
럭키스텔라,구매자,잘 받았어요. 좋은 하루 되세요.,3469245,프리마켓b
중고나라#9809125,구매자,신발 너무 예쁘고 맘에들어요 또 사러 올게요 좋은물건 보내주셔서 감사합니다♡,3469245,프리마켓b
블러스트향기,구매자,좋은제품 빠르게 잘 받았습니다 앞으로도 또다시 이용할거 같아요 중고나라 첫구매 였는데 매우 좋은인상을 받았습니다 감사해요~!,3469245,프리마켓b
중고나라#7316001,구매자,잘 구입한것 같습니다,3469245,프리마켓b
중고나라#10211275,구매자,신발이 기대한것보다 상태가 좋고 깨끗해서 아주 만족합니다. 사이즈도 딱맞아서 헬스장에서 신기 좋을것 같아요! 좋은 물건 주셔서 감사합니다!!😄😄,3469245,프리마켓b
시골길냥이,구매자,원하는상품 잘 받았습니다 꼭 대학붙겠습니다,3469245,프리마켓b
깽이가살게,구매자,늘 믿고 삽니당,3469245,프리마켓b
풍걸맘,구매자,사이즈도 잘맞고~ 예쁘네요~ 감사합니다,3469245,프리마켓b
쭈아mom,구매자,예쁘게 잘 신길게요~~^^,3469245,프리마켓b
도겨엉,구매자,거래 감사합니다!,3472246,universeco
중고나라#3679476,구매자,너무 좋습니다 감사합니둥 ㅎ,3472943,돈풍
여준입니당,판매자,짱!!,3472943,돈풍
중고나라#10043908,구매자,빠르게 배송도 해주시고요 사진도 첨부 해주시고 시계 상태도 너무 좋았습니다,3474429,정직한수사관
중고나라#9907452,구매자,포장도너무잘해주시고 친절하셨던분 설명과 사진첨부까지 완벽!!,3474429,정직한수사관
얼핏오지호,구매자,좋은시계인데 구입하게되어 감사합니다,3474429,정직한수사관
치우바람,구매자,잘사용하겠습니다,3474429,정직한수사관
조윤오111,구매자,포장을 매우 잘해주시고 친절하십니다,3474433,꼬북님
건강마요네즈,구매자,배송이 빠르고 좋은 가격에 구매했습니다 그런데 배터리 효율이 85라고 하셨지만 실제로는 82였고 후면 하단 모서리가 살짝 까져있었어요 아무튼 잘 사용할게요,3474433,꼬북님
중고나라#10823176,구매자,진짜 친절하시고 물건도 빨리 왔어요! 사진에서 본 거랑 똑같구 중고거래에서 좋은분 만나서 감사할따름이에용,3474433,꼬북님
중고나라#9706262,구매자,상태 좋으네요 잘 사용 하겠습니다.,3474433,꼬북님
우리필승,구매자,마지막까지 최선을 다해 도와주셔서 감사드립니다,3477116,디스카운투
훼크,구매자,택배 빠르고 깨끗합니다,3477851,wesker2425
JSL9999,판매자,감사합니다,3479460,엘리아77
푸미흥가이,구매자,좋은 제품 잘 받았습니다,3480551,만사형
로또아빠a,구매자,사이즈 확인이.제대로 안됨.,3480732,마일ㄹ
중고나라#7370319,구매자,좋아요!!,3480732,마일ㄹ
중고나라#10746681,구매자,❤️,3480732,마일ㄹ
댕댕이hub,판매자,감사합니다 좋은 하루,3481767,egigori35
lusre12,구매자,친절하시고 제품도 잘 받았습니다,3482364,닉네임이왜죄다중복
녹삼,구매자,감사합니다,3482784,펭귄성
non0909,판매자,쿨거래 감사합니다.,3482784,펭귄성
vanityfair,구매자,렌즈에 기스가 굉장하네요....,3483415,좋은세상이예유
셀스토어,판매자,친절하시고 빠른거래었어요,3483937,임관장
중고나라#8307228,구매자,잘 사용하겠습니다. 감사합니다!,3484825,뷔통스
기억에남지마,구매자,좋은물건 잘사용하겠습니다,3485310,KHJusteen
중고나라#8372747,구매자,잘쓸께요,3485621,xkfmxmwhdk
중고나라#8026729,판매자,감사합니다,3486789,배대쥐
wishmom,구매자,보내주신 한복 저고리가 생각보다 넘~~~고급지고 예쁘네요! 잘 입겠습니다!^*^~,3489265,티모시네3
중고나라#9051703,구매자,잘 입히겠습니다.,3489265,티모시네3
떡밥정리,구매자,배송은 느렸지만 매너좋아요,3493562,장비팔아요잉
중고나라#11110496,구매자,좋은물건 너무 감사드립니다.,3493845,24주의보
828279,구매자,빠른 처리와 포장도 튼튼하고 제품 상태도 아주 좋았습니다. 고맙습니다~,3494936,크로노트리거
브래드영,구매자,물건 잘 받았습니다. 좋은 제품 빠른 배송 감사합니다 !!,3496598,체르니1111
터보다,구매자,잘받았어요,3496598,체르니1111
난관대,구매자,감사합니다.수고하세요,3496598,체르니1111
뚱별이와달래아빠,구매자,매너가 좋으신분 이네요 감사합니다 ^^,3496598,체르니1111
굴굴220,판매자,굿,3498702,어트달
중고나라#7406543,구매자,감사합니다,3499433,혀기0103
captainjak,구매자,빠른배성 및 꼼꼼한포장 정확한 제품. 감사합니다.,3499433,혀기0103
아리따운바다소리우주,구매자,잘 쓸게요~! 감사요~,3499433,혀기0103
금관들꽃상회,구매자,겨울 에 걸치면따뜻하갰써요 가격도 저렴하고 좀아요 또 구매할깨요,3499433,혀기0103
지구시민,구매자,좋은 물건 보내 주셔서 감사합니다 잘 사용하겠습니다 고맙습니다,3501101,버리기엔아까워서
ipseok,구매자,감사합니다. 잘쓰겠습니다,3501101,버리기엔아까워서
중고나라#7938113,판매자,쿨하셔서 거래가 빠르게 진행되었습니다,3503683,ROKtrigger
중고나라#9081802,구매자,잘쓸께요 사장님 고맙습니다,3503688,말티즈푸푸
중고나라#8054925,구매자,감사합니다,3503688,말티즈푸푸
lkhco,구매자,택배잘받았습니다,3503688,말티즈푸푸
중고나라#7755849,구매자,"제품 상태도 좋고, 무엇보다 빠른 배송에 이름이 같아서 주신 배송비 무료에서 감동.. 무한 감사합니다!",3503688,말티즈푸푸
젤리의휴식,구매자,감사합니다!,3503688,말티즈푸푸
중고나라#7162354,구매자,좋은상품 빠른거래 감사합니다. 주문하고 바로 다음날 배송됐네요!!,3503688,말티즈푸푸
dudtksrkd,구매자,성실하고 신속한 판매자의 업무 태도를 칭찬합니다.,3503688,말티즈푸푸
정수기967,구매자,잘 사용허겠습니다~,3503688,말티즈푸푸
스타일마스크,구매자,제품 상태도 좋고 배송도 빠릅니다.,3503688,말티즈푸푸
woono820,구매자,잘 신을께요~,3503688,말티즈푸푸
딴따잔,구매자,제품 포장도그렇고 쇼핑몰에서 새제품 받는 기분이었어요!! 넘 친절하시고 배송도 빨리해주셔서 감사해요🥰,3507157,hiheyay
환군92,구매자,좋은 제품 잘쓰겠습니다 ^^ 감사합니다.,3509077,apexneo
중고나라#9063140,구매자,깨끗한 서버 장비와 추가적인 구성품 등 기분 좋은 구매였습니다.,3512195,Rightin
중고나라#10549323,구매자,좋은 물품 감사합니다.,3514445,보헤미안어패럴
중고나라#10294983,구매자,Great!,3514445,보헤미안어패럴
중고나라#7259032,구매자,매우 만족입니다.,3514445,보헤미안어패럴
중고나라#7012269,구매자,포장을 너무 깨끗하게 해주셔서 감사합니다,3514445,보헤미안어패럴
chosi13,구매자,사이즈도 잘맞고 상태도 좋습니다. 뒷꿈치 바닥 살짝 벌어지긴 했지만 본드로 붙히니 깔끔하네요. 전체적으로 아주 양호하네요. 다음에 또 이용할것 같아요!!,3514445,보헤미안어패럴
빨리거래하자아,판매자,거래 번복해서 죄송합니다 ㅠㅠ,3514950,아르케니
허슬러짱,구매자,좋은제품 감사합니다,3515054,네모네르라
중고나라#8531801,판매자,먼 길이였는데 직접 찾아와주셔서 감사합니다.,3515411,qweraaas
살라라딘,판매자,빠른거래 감사합니다,3515411,qweraaas
아라돌,구매자,잘 쓰겟습니다,3515411,qweraaas
만소63,구매자,잘받았습니다. 동작잘합니다.,3515411,qweraaas
eastreasur,판매자,친절 하시고 좋았습니다,3515698,keydong
프린츠,판매자,감사합니다.,3515698,keydong
중고나라#8347464,구매자,포장상태가 좋았고 바른 배송으로 너무 좋았습니다,3516257,Canmin9283
안정감있는진보배즙,구매자,감사합니다 ^^,3517865,사진찍는용이
중고나라#11035752,구매자,구매 당시 급하게 해외여행 가느라 늦게 후기 남기네요. 제품 상태 좋고 택배도 빠르게 잘 보내주셨습니다. 감사합니다~.,3517865,사진찍는용이
중고나라#11000589,구매자,수고하세용,3517865,사진찍는용이
당궁마켓,구매자,확인이 늦어서 죄송합니다😅 좋은 거래 감사해요,3517865,사진찍는용이
중고나라#9674593,구매자,응답도 빨리 해주시고 택배도 빨리 보내주시고 넘 감사합니다!!!,3517865,사진찍는용이
중고나라#10305884,구매자,감사합니다!,3521577,신쿠찡
짱똘배기,구매자,상품포장 꼼꼼하게 받았습니다 상태 잘 작동하구요~!,3521693,블루젤리
중고나라#10539795,판매자,쿨,3521693,블루젤리
딸기바나나맛,구매자,좀아까왔네요 고마워요 잘쓸께요,3521693,블루젤리
헬씨먼데이,구매자,안녕하세요 제품 잘받았습니다 잘쓰겠습니다 감사합니다,3521693,블루젤리
레젤리,구매자,따봉,3522982,하자있어요
곡궁,구매자,하자없어요,3522982,하자있어요
kb19,구매자,친절하시고괜찬았어요,3524249,kk8471kk
크리스9879,구매자,포장도 잘해주시고 바로 받았습니다.,3526833,노원뚜벅
kdj082,구매자,잘 사용 하겠습니다.,3529157,효상22
kein4s,구매자,아 잊고있엇어요 ㅠㅠ 오늘 등록하면서 생각나서... 물건산것도잊어먹고있엇는데 ㅠㅠ 감사합니다. 잘쓸게요,3530372,HANWIN
중고나라#10472409,구매자,친절하게 응대해주시고 좋은 가격에 좋은 상품 구매하게 되어 감사 드립니다. 항상 행복 하세요,3532539,신경욕
괴정갈매기,구매자,감사합니다^^,3533325,hyoju0920
거부할수없는모찌,구매자,첫 거래인데 아주 상세히 알러주셔서 손쉽게 거래했습니다. 감사합니다!,3533325,hyoju0920
중고나라#10438027,구매자,포장 상태도 좋고 설명도 잘 해 주셔서 거래가 쉽고 빨랐어요! 감사합니다😄,3533325,hyoju0920
대담한새소리밀,구매자,모르는 부분 친절하게 알려주심,3533325,hyoju0920
저콘서트가고싶어요,구매자,가격도 너무 너무 좋고 넘 칠절하셔요!!!,3533325,hyoju0920
맘맘민,구매자,상태가 너무좋아요~감사합니다!,3533325,hyoju0920
너의꿈을응원해,구매자,정말 친절하십니다. 좋은 하루 보내세요! ☺️☺️,3534264,호두기다려
중고나라#7419368,구매자,상품 상태 양호하고 이것저것 사이드로 많이 챙겨주심다!,3534264,호두기다려
중고나라#9404491,구매자,택배 꼼꼼하게 싸가지고 보내주셔서 좋았어요! 감사해요 잘 사용하겠습니다ㅎㅎ,3534264,호두기다려
중고나라#11005217,구매자,깨끗한 상품 감사합니다,3534264,호두기다려
곰탱탱탱야,구매자,사진 그대로 물품이 왔고 또한 제품도 잘 됩니다~ 잘쓸게요~ 감사합니다.,3534264,호두기다려
에카Eka,구매자,만나서 제품 설명 꼼꼼히 잘 해주셨습니다!,3534264,호두기다려
태강2001,구매자,잘 도착하였습니다,3534264,호두기다려
중고나라#9352526,구매자,이것저것 많이 물어봤는데 친절하게 답변해 주셨어요 거래 만족 합니다ㅎㅎ,3534264,호두기다려
by714,구매자,감사합니다~!,3534930,양국이
탤미형,구매자,시세보닺 싸게잘산거같아요,3534930,양국이
hwanta11,구매자,감사합니다. 덤까지 애들이랑 잘 읽을께요.,3536812,또또바라기
넬에이,구매자,좋은 거래 감사합니다 잘 쓸게요,3536812,또또바라기
합격하였다,구매자,택배를 바로 보내주셔서 익일 수령할수 있었습니다!!,3537158,미우랑
크롱6,판매자,감사합니다,3537991,ttdkh
써어어엇,구매자,감사합니다^^ 잘 쓰겠습니다,3538084,꾸기꾸기밤
중고나라#7952588,구매자,포장도 잘 해주시고 잘받았어요 잘 쓰겠습니다^^,3538084,꾸기꾸기밤
헤르시마,구매자,좋은 거래 감사합니다.,3539433,삼성프라자시청
신속결정,구매자,감사해요. 잘 사용할께요,3540142,쿤란딜
고라니고기,구매자,감사합니다. 잘 쓰겠습니다.,3540142,쿤란딜
yun2024,구매자,감사합니다,3540142,쿤란딜
꾸잉꾸잉11,구매자,꼼꼼한 배송상태와 쿨거래,3540142,쿤란딜
sunsunday,구매자,잘 쓸께요 ^^,3540142,쿤란딜
백만년전,구매자,"포장도 꼼꼼히 해서 보내주셨고 아뎁터 작동도 잘 되네요, 잘 쓸게요. 감사합니다.",3540142,쿤란딜
베지밀333,구매자,잘 받았습니다,3540859,메로나워터
타키즈,구매자,정말 멋진분과 단시간에 좋은 거래했습니다~!!,3540985,여주살아요
브레이크프리,구매자,멋진분과 좋은거래였습니다.,3540985,여주살아요
킴사무엘,구매자,신속 정확하게 거래하시는 분입니다. 믿고 거래하셔도 됩니다.,3540985,여주살아요
cheese7941,구매자,굿,3541636,ecopiangt
담긍정,판매자,"정말 친절하셨던 구매자님 이세요••♥ 상냥하시고, 협조도 다 해주시고 😀 세상엔 나쁜 사람들이 더 많을거라 생각했는데 이렇게 좋은 분들덕에 또 살아갈맛 나네요🥹🩷 예쁘게 사용하시고 담에 또 만나요🙇‍♀️🙇‍♀️",3542174,우와아아이
lim16,구매자,감사합니다,3542951,엄마곗돈1
중고나라#9169228,구매자,좋은제품 빠른배송 감사합니다,3543011,반응이
중고나라#7252834,구매자,최곱니다,3544385,갈비맛열매
일산케익,구매자,굿,3545304,파파컴
로지텍빠도리,구매자,작동도 잘되고 여러가지 제가모르는 부분 물어보면 친절하게 전화까지 해주시며 상담해주시고 정말 감사했습니다 ~!,3545304,파파컴
로지텍빠도리,구매자,수리도 싼가격에 꼼꼼히 해주시고 감사합니다! 정말 신뢰가고 고객을 위해주시는 친절하신분입니다!!,3545304,파파컴
ppas3,구매자,친절하시네요,3545304,파파컴
부릉부뤵이,구매자,정말친절하고 상세하게 잘설명 해주네요 ㅎㅎ 번창하세요,3545304,파파컴
효자동배달부,구매자,포장이쁘게 잘받았습니다ㅎ,3545304,파파컴
약목김기사,구매자,Gtx970 잘 돌아갑니다. 파워도 잘 됩니다. 싸게 잘 샀어요 ^~^,3545304,파파컴
오부장님,구매자,즉각적으로 답변주시고 친절히 배송부분 설명해주셔서 좋았습니다 좋은 거래 감사합니다 사진과 똑같은 제품 받아서 만족스럽습니다,3547296,구름팔아요
디디대박,구매자,믿고 거래하셔도 좋습니다,3547296,구름팔아요
동빙구,구매자,거래 감사합니다.,3550421,부산베스트
중고나라#7553467,판매자,필요한내용 및 질문사항깔끔하시고 마무리까지 깔끔했습니다,3551288,맛있는햄부거
서글픈중고인생,판매자,약속 시간에 맞춰서 와 주셨고 쿨거래 감사드립니다. 조심히 돌아가세요.!,3553177,godwars
RaI545,구매자,좋아요,3553177,godwars
닭다리9,판매자,원하는 바를 정확하게 말씀해 주시고 빠른 입금과 제품을 받은후 거래완료 확인을 잘 해주심.,3557579,프랭글쓰
트포사랑,판매자,빠른 구매 확정 감사합니다.,3558930,서곡마을
바이헨,구매자,급하게 사용해야할 제품이었는데 빠르게 발송해주시고 상태 좋은 스캐너 받아서 작업을 잘 마쳤습니다. 앞으로도 잘 활용하겠습니다. 앞으로 좋은 일만 가득하세요~~!,3559486,유원재
중고나라#11005219,구매자,좋은 제품 감사합니다. 잘 사용하겠습니다😊,3559486,유원재
태현네,구매자,최고예요. 감사합니다. 구매확정 늦어서 죄송합니다.,3559486,유원재
금은별파,구매자,충분히 만족하는 거래 했어요. ^^ 친절히 소리들어볼 수 있도록 해주셔서 감사합니다 ^^;;,3559486,유원재
중고나라#9536283,구매자,제품상태 진짜 최고에요,3559972,인사만하고읽씹시차단
얌얌얌얌얌이,구매자,좋은 물건 싸게 팔아주셔서 감사합니다. 너무 친절하시고 사은품도 주셨어요. 이분과의 거래 강추합니당~^^ 건승하세요~,3562020,스오미
졸았니,구매자,너무 좋은 거래 감사합니다 잘입겠습니다!!,3562927,리틀블럭
한우연인팩,구매자,물건도 좋았구 배송도 빨랐어요.감사합니다,3562927,리틀블럭
엘리라레요,판매자,좋은 거래 감사드립니다!,3564168,상융
중고나라#7302491,구매자,덕분에 좋은제품 잘 구매했습니다 감사합니다,3564168,상융
남매아빠사랑,구매자,상태좋고 서비스도최고네요 ^^,3564871,휴대폰창고
수려한가을오팔,구매자,좋은 제품,3564871,휴대폰창고
천안거래오케이,구매자,옷도이쁘고 배송도 빠르고 감사합니다.,3565235,GD레코드
juhee400,구매자,너무 친절하시고 제품을 꼼꼼하게 포장해주셨어요,3566046,경el
홈케어팝니다,판매자,빠른확정 감사합니다 매너거래 너무좋아요♡,3566046,경el
앱스팹스,구매자,문제 없는 물건 안전하게 잘 받았습니다,3566965,aaaamo
동화나라2,구매자,잘 받았습니다.감사합니다,3567128,가죽케이스
중고나라#8382013,판매자,제가 있는곳에서 빠른 거래 해주셔서 감사합니다.,3567128,가죽케이스
썌우깡,구매자,포장도 완벽하게해주시고 감사합니다^^,3567128,가죽케이스
짜파게티짱요,구매자,좋은 가격에 좋은 제품 거래해주셔서 감사합니다,3567128,가죽케이스
머리카락조무사,구매자,빠른거래 감사합니다!,3567128,가죽케이스
yf소나타입니다,구매자,좋은제품 거래도 빠르시고 택배포장도 꼼꼼하게 잘해주십니다,3567128,가죽케이스
과감한철미나리,구매자,상품 퀄리티 좋고 친절해요,3567128,가죽케이스
짜파게티짱요,구매자,좋은 제품 저렴한 가격에 주셔서 감사합니다 이 분과는 믿고 거래하셔도 좋습니다 강추,3567128,가죽케이스
구체적인행복주먹밥,판매자,감사합니다,3567128,가죽케이스
짜파게티짱요,구매자,너무 좋은 상품을 저렴한 가격에 판매해주셔서 감사합니다. 이 분과 거래하실 때는 믿고 거래하셔도 됩니다.,3567128,가죽케이스
김보영1,구매자,넘 친절하시고 각겹도 딱이고 옷도 깻긋하고 싸이즈도 잘맞고 넘만족합니다,3567383,하나다82
tjsdud1604,구매자,최고~~~~~~~~~,3567383,하나다82
ZAP731,구매자,스무스한 거래 감사합니다!,3568390,코코abc
pyongtuk,구매자,친절하게 하고 빠른배송 선물도 있네요 감사합니다,3568390,코코abc
중고나라#8499882,구매자,빠르게 잘 받았습니다^^,3568847,스페이스33
진실판매자,구매자,아주 괜찮은거래였어요~!굳굳,3568847,스페이스33
러스바,구매자,"답장도 빠르시고, 택배도 빠르게 보내주셨습니다! 좋은 제품 잘 받았습니다! 감사합니다!",3568847,스페이스33
착한친구1,구매자,배송 빠르고 물건상태가 좋습니다,3568847,스페이스33
RedJK,구매자,상태 좋은 상품 잘 받았습니다,3568847,스페이스33
황소의,구매자,빠른 배송 감사합니다,3568847,스페이스33
minkyeok,구매자,답변도 잘해주시고 제품도 올라온것 그대로 만족 스럽네도 다음에 또 이용해야 겠어요!,3568847,스페이스33
나다니아,구매자,배송도 빠르고 재품상태도 너무 좋네요 다음에도 구매할일 있으면 연락드릴께요,3568847,스페이스33
균형잡힌긍정적산,구매자,좋아요,3570935,ecosp86
djjdjddd,판매자,근처직거래 바로 와주시고 쿨거래 했습니다,3571103,tjsdyd5583
중고나라#8238803,판매자,잘 사용하시기 바랍니다,3571418,salad준
스마트거너,구매자,약속 잘 지켜주셨습니다. 기대했던 것보다 상태 좋습니다. 좋은 거래 감사합니다,3571418,salad준
jacksparow,구매자,"빠르고 정확한 거래 너무나 감사합니다 . 상품 상태도 너무 좋고 , 꼼꼼히 포장 해주셔서 택배 거래인데도 물건이 깨끗하게 왔네요 . 잘 쓰겠습니다 .",3571418,salad준
중고나라#7069173,구매자,좋은물건 저렴하게 구입하게 되고 설명도 상세하고 친절하세요!!,3572111,범빛
엄지에염,구매자,"잘 받았습니다. 근데, 주로 쓰는 것들은 없고 다 12,13,14미리 이런거에요.. 주로 쓰는 8, 9, 10, 11미리 일 줄 알고 샀는데 보니까 안 쓰이는 길이들이랑 안 쓰이는 다크브라운+브라운만 잔뜩.. 하.. 처치곤란이네요. 물건 정보에 써 놓으셨어야죠..ㅜㅜ 돈 쓰고 자리만 차지하고 쓰지도 못 하니 미치겠어요..ㅡ누",3573394,내맘처음으로
Hanseong1,구매자,택배 발송이 늦었고 답장이 살짝 늦은 감이 있었지만 그래도 택배 잘 도착했고 상품 상태도 좋았도 파손도 없었습니다.,3573394,내맘처음으로
nominated,구매자,좋은 물품 감사합니다,3573394,내맘처음으로
예이예스,구매자,좋은 카메라 좋은 가격에 구매했어요. 포장 잘 해주셔서 안전하게 잘 받았습니다!,3573394,내맘처음으로
중고나라#7541274,구매자,너무 깨끗하네요 잘쓸께요.감사합니다,3573394,내맘처음으로
후견인,구매자,감사합니다 잘 사용할께요,3573394,내맘처음으로
무지개천지,구매자,구매자를 잘 배려하는 판매자입니다 좋은거래 였어요,3573394,내맘처음으로
돌망둥어,구매자,안전하게 포장된 택배 잘 받았습니다. 감사합니다. 잘 쓰겠습니다.,3573394,내맘처음으로
릴더스,구매자,감사합니다!! 잘쓸게요,3573394,내맘처음으로
중고나라#9121702,구매자,100엔 동전 하나 홍콩동전 하나 빠졌지만..좋은 가격에 택배로 안전하게 받았으니 대만족 입니다.감사합니다. 건강하세요.,3573394,내맘처음으로
셜리앤셜리,구매자,"꼼꼼하게 검수해주시고, 전화주셔서 안심했어요. 고맙습니다. 잘 하고 댕길게요~♡",3574939,PIKA2
뽀미부엉이,구매자,감사해요. 잘하고 다닐께요,3574939,PIKA2
비우는재미01,판매자,기분좋은거래였네요~ 예쁘게신으세요:),3576003,park100
Pitxcie,구매자,Thanks.. fast delivery and very communicated seller..,3576003,park100
고래회,판매자,쿨거래 감사합니다,3577053,꼬미방울
조미인방,구매자,싸게 편하게 잘 구매했습니다 감사합니다 ^^,3577310,mix1217
황매미,구매자,좋은 제품을 저렴하게 구매할 수 있으니 정말 좋아요,3577310,mix1217
southsun38,구매자,뉴후레쉬라고 새제품을 보내는 것처럼 써놓고 옛날 후래쉬제품을 보내셨네요,3577310,mix1217
지구촌제로,구매자,잘 쓸게요 감사합니다,3577310,mix1217
끝미,구매자,주문 후 배송 설치 까지 매우 만족합니다~^^ 몇일간 문제 발생하지 않는다면 더욱더 대만족 입니다.,3577310,mix1217
모니카울산,구매자,빠른 피드 감동입니다.,3577310,mix1217
신애수,구매자,물건이생각보다맘에드네요배송도빠르고감사합니다,3577310,mix1217
행복과불행은친구다,구매자,늦은 구매확정 ㅈㅅ요. 알림이 안떠서 몰랐어요.^^,3577310,mix1217
중고판매초년생,구매자,"배송상태,물건또한 민족합니다.",3577310,mix1217
은근희,구매자,가성비 최고 입니다~ 배송은 일요일이 거쳐서 몇일 걸렸는데 그레도 매우 만족스럽습니다~^^ 감사합니다~,3577310,mix1217
메텔러블리,판매자,좋은거래 감사합니다 필요하신거나 궁금하신점 있으시면 언제든지 연락주세요 😄,3580079,에눌가능한상점
honeyson84,구매자,"판매자분께서 물품 친절히 당일발송 해주셨고요. 오늘 품받아보니 사진보다 상태좋았습니다. 개인계좌 거래했는데 믿고 구매하셔도 됩니다. 좋은 물품 싸게 구매할 수 있어 좋았고, 좋은 물품 판매해주셔서 감사합니다. 건승하세요.",3580079,에눌가능한상점
Asshfueidj,구매자,좋은거래 너무너무 감사합니다,3580079,에눌가능한상점
스톤꿀매왕,구매자,만족합니다. 쿨거래 감사해요~!,3580079,에눌가능한상점
SeUnGhAe,구매자,깔끔한 거래 고맙습니다,3580084,고놈참e
P반다이,구매자,좋은물건 잘받았습니다.,3580084,고놈참e
김푸로,구매자,배송 빠르네요 답변도 빠르고,3580353,꾸럭끄럭
중고나라#7053602,구매자,싸고 좋은 상품을 빠르게 받을수 있었어요,3580353,꾸럭끄럭
안동박,구매자,감사합니다,3580353,꾸럭끄럭
꼬마제이,구매자,배송도 짱빠르고 실물이랑 똑같아요 번창하셔요!!,3580353,꾸럭끄럭
비지니파트너,구매자,생각보다는 만족합니다,3580353,꾸럭끄럭
대장부호야,구매자,아주 좋네요 잘 입겠습니다,3580353,꾸럭끄럭
mshke5,구매자,너무좋아요.,3580353,꾸럭끄럭
조희아빠,구매자,덕분에 욤겨울 잘보내게 생겼네요. 감사합니다,3580353,꾸럭끄럭
Timepen,구매자,최신 친환경 세제쓰셔셔 향기도 자연향이네요 (^^ 제품 팬츠 잘받았습니다 거래 감사합니다,3580353,꾸럭끄럭
앵글마미,구매자,잘받았어요,3580353,꾸럭끄럭
중고나라#8475959,구매자,잘받았습니다!,3582528,샤프한넘
seolu,구매자,진짜 착하시고 정확하게 해주셔요ㅎㅎ,3582528,샤프한넘
명절음식,구매자,감사합니다,3582528,샤프한넘
여의도사짜,구매자,"정성스레 포장해 주셨고, 잘받았습니디. 감사합니다.",3582528,샤프한넘
후루룩짭짭ㄹ,구매자,감사히 잘쓰겠습니다^^,3582528,샤프한넘
빅토르AHN,구매자,판매자님 친절하시고 좋은 물건 저렴하게 잘 구매 했습니다^^,3582528,샤프한넘
책식주의,구매자,상태 좋은 제품 좋은 가격에 주셨습니다. 만족합니다.,3582528,샤프한넘
중고나라#7709692,판매자,잘쓰세요 ^^,3584137,ert1997
3대700을향해,구매자,잘쓰겠습니다 감사합니다,3584137,ert1997
브루펜c,구매자,쿨하시고 거래도 시원시원해서 좋습니다. 좋은물건 많이 파시길 바랍니다!,3584137,ert1997
중고나라#9979441,구매자,고맙습니다.잘쓰겠습니다.항상 건강하십시오.,3585426,하나카롱
빛을따라,구매자,완전 새 상품을 거의 절반 가격 좀 넘게 구매하게 되었어요 사용해 봤는데 너무 좋고 잘 돼요 감사합니다 ^^,3585426,하나카롱
내가뚱시,구매자,잘사용하겠습니다. 감사합니다.,3585426,하나카롱
중고나라#9501646,구매자,좋은 제품 저렴하게 팔아주셔서 감사합니다!,3585426,하나카롱
Pyromaniac,구매자,자력 좋고 충전 잘 됩니다,3585426,하나카롱
울컥님,구매자,생각했던것보다 훨씬 좋네요.잘쓸께요,3585426,하나카롱
제이피시,구매자,친절하게 답변해주시고 꼼꼼하게 포장.배송 쵝오예요.,3585426,하나카롱
중고나라#8650957,구매자,심심하지않게 노래 잘 부르고 있어요,3585426,하나카롱
중고나라#7666688,구매자,깨끗하고 배송빠르고 굿,3585426,하나카롱
jeon3976,구매자,사이트 비해 1만원 저렴하게 잘 사용하겠습니다,3585426,하나카롱
thundermar,구매자,좋은 상품 감사합니다 잘 쓰겠습니다!,3586498,한자로천
거품은가라,구매자,신속하고 친절하십니다,3586498,한자로천
무쇠솥,구매자,굿 거래였어요.,3589344,창공의꿈
아이스크림7,구매자,필요한물건있으면 개별로 사는게 좋아요 불편하고 하자있네요,3589344,창공의꿈
인천강패s,구매자,정말 친절하게 설명해주시고 매너있으십니다,3590252,미키마우스79
중고나라#9648793,구매자,배송도 진짜 빠르고 너무 이뻐요 재구매각입니다,3590252,미키마우스79
바우배기,구매자,청음이 늦어서 이제 구매확정했습니다. 좋네요. 감사합니다.^^,3590389,supernice
asados,구매자,잘 받아웁니다 수고하세요,3590389,supernice
드몽키디논,구매자,덕분에 좋은물건 잘받아가요 귀찮으실텐데 물어보는거 다 답해주시고 안전결제해도 안귀찮아하시고 좋은분이세요~^^,3590389,supernice
중고나라#7923454,판매자,잘 사용하시길 바랍니다.,3591345,춘봉v
꽃청연,구매자,잘사용 할께요 감사합니다,3591345,춘봉v
중고나라#9850714,판매자,쿨거래 잘했습니다.,3592079,최저가로판매해용
꾸울꿀,구매자,빠른 배송 친절한 응대 감사드립니다^^♡,3592607,레트로잡지
와꾸네레고,구매자,너무 좋은판매자님 만난거같아 오늘하루기분이 너무 좋네요ㅎㅎ 응답도빠르고 택배포장과 붙치는것도너무 빨라서 놀랬습니다 너무감사드립니다ㅎㅎ :),3592607,레트로잡지
정말사나운곰,구매자,거래 감사합니다!,3592607,레트로잡지
왕성한퍼포먼스잠자리,구매자,감사합니다~!,3596647,PAXXWORD
개똥oi,구매자,잘받았습니다 래쉬가드 상의 감사합니다,3598245,BBEESSTT
쓰리스타의맘,구매자,예쁜옷 감사합니다,3598245,BBEESSTT
중고나라#7470558,구매자,감사합니다 😍 더 많이 챙겨주시고 감사했어요♡,3598245,BBEESSTT
